Sulfur dioxide,Carbon monoxide,Ozone,PM10,Nitrogen oxides,Nitric Oxide,Nitrogen dioxide,Total Hydrocarbon,Non-hydrocarbon,Wind Speed,Wind Direction,Ambient temperature,Rainfall,Methane,PM2.5,Relative humidity,Hourly Wind speed Vectors,Hourly Wind Direction Vectors
0.3,0.33,49.0,63.0,7.1,0.8,6.0,2.02,0.05,4.0,34.0,14.6,0.0,1.97,28.0,51.0,4.0,31.0
0.2,0.36,47.0,47.0,8.4,0.9,7.0,2.02,0.05,4.0,36.0,13.8,0.0,1.98,32.0,54.0,3.7,34.0
0.6,0.38,45.0,46.0,9.7,0.5,9.0,2.04,0.06,3.6,41.0,12.9,0.0,1.99,32.0,56.0,3.3,36.0
0.8,0.4,43.0,46.0,10.4,0.5,9.0,2.08,0.08,3.4,60.0,12.4,0.0,2.0,31.0,56.0,2.8,41.0
1.3,0.39,42.0,42.0,11.6,0.5,11.0,2.09,0.09,2.8,42.0,12.2,0.0,2.0,30.0,55.0,2.6,45.0
1.7,0.4,40.0,41.0,12.8,0.4,12.0,2.1,0.08,3.1,50.0,12.2,0.0,2.02,30.0,54.0,2.6,45.0
2.1,0.33,42.0,34.0,11.5,0.4,11.0,2.06,0.05,2.8,55.0,12.2,0.0,2.0,21.0,52.0,2.6,48.0
1.7,0.28,43.0,24.0,8.9,0.3,8.0,2.04,0.04,2.5,37.0,12.5,0.0,2.0,19.0,48.0,2.2,45.0
1.4,0.28,42.0,21.0,8.2,0.3,7.0,2.06,0.06,2.5,43.0,12.8,0.0,2.0,20.0,47.0,2.1,36.0
2.0,0.27,43.0,24.0,6.3,0.5,5.0,2.06,0.05,2.3,42.0,12.9,0.0,2.0,14.0,50.0,2.0,48.0
1.8,0.26,41.0,23.0,7.0,0.6,6.0,2.06,0.04,1.9,43.0,13.1,0.0,2.02,18.0,51.0,1.8,45.0
1.8,0.25,41.0,23.0,7.2,0.7,6.0,2.06,0.04,1.6,48.0,13.0,0.0,2.02,20.0,52.0,1.7,44.0
2.0,0.25,40.0,22.0,7.1,0.5,6.0,2.08,0.06,1.6,52.0,12.9,0.0,2.02,21.0,54.0,1.6,58.0
2.2,0.27,38.0,29.0,7.9,0.4,7.0,2.09,0.06,1.4,44.0,12.7,0.0,2.02,15.0,58.0,1.4,57.0
2.2,0.28,34.0,27.0,12.5,0.6,11.0,2.12,0.06,1.9,53.0,12.6,0.0,2.06,21.0,60.0,1.7,50.0
2.2,0.36,30.0,30.0,17.0,1.5,15.0,2.14,0.08,1.4,49.0,12.9,0.0,2.06,19.0,60.0,1.6,47.0
2.1,0.43,30.0,33.0,20.1,2.7,17.0,2.15,0.1,2.1,43.0,13.9,0.0,2.04,19.0,58.0,1.4,40.0
2.1,0.33,36.0,26.0,16.1,2.8,13.0,2.06,0.07,2.9,45.0,15.6,0.0,1.99,13.0,52.0,2.2,48.0
1.6,0.31,39.0,26.0,12.9,2.3,10.0,2.06,0.07,1.9,61.0,17.4,0.0,1.99,11.0,46.0,1.6,48.0
0.9,0.28,41.0,21.0,11.5,2.0,9.0,2.04,0.07,1.7,33.0,18.7,0.0,1.97,11.0,42.0,1.3,46.0
0.6,0.27,45.0,22.0,11.6,2.1,9.0,2.04,0.08,1.8,35.0,19.5,0.0,1.96,11.0,41.0,1.6,29.0
0.4,0.27,47.0,24.0,10.4,1.6,8.0,2.04,0.08,1.8,40.0,19.8,0.0,1.97,14.0,41.0,1.4,35.0
0.5,0.28,46.0,22.0,11.2,1.3,9.0,2.06,0.07,1.9,44.0,19.5,0.0,1.99,10.0,42.0,1.4,46.0
0.6,0.28,40.0,22.0,12.9,1.4,11.0,2.09,0.1,2.0,47.0,18.9,0.0,1.99,12.0,45.0,1.8,38.0
0.4,0.32,33.0,23.0,16.2,1.3,14.0,2.12,0.11,1.7,46.0,18.3,0.0,2.0,11.0,50.0,1.3,41.0
0.3,0.39,25.0,30.0,21.1,1.3,19.0,2.18,0.16,1.8,45.0,17.4,0.0,2.02,18.0,53.0,1.5,47.0
0.3,0.43,22.0,29.0,22.1,1.0,21.0,2.22,0.17,1.3,45.0,16.5,0.0,2.04,15.0,57.0,1.3,47.0
0.5,0.42,22.0,24.0,20.8,0.9,19.0,2.22,0.15,1.1,36.0,15.8,0.0,2.06,12.0,59.0,1.0,40.0
0.8,0.47,16.0,26.0,24.6,1.1,23.0,2.31,0.22,1.0,46.0,15.2,0.0,2.1,14.0,63.0,1.0,45.0
1.0,0.4,20.0,22.0,22.2,1.1,21.0,2.19,0.13,1.1,73.0,15.2,0.0,2.06,13.0,63.0,0.8,56.0
0.5,0.38,23.0,17.0,16.4,0.8,15.0,2.17,0.11,0.6,37.0,15.1,0.0,2.06,11.0,65.0,0.7,56.0
0.7,0.35,21.0,16.0,16.0,0.5,15.0,2.23,0.11,0.4,53.0,15.0,0.0,2.12,13.0,66.0,0.7,50.0
1.7,0.26,25.0,21.0,9.5,0.4,9.0,2.2,0.07,0.7,46.0,15.1,0.0,2.13,9.0,68.0,0.7,40.0
1.5,0.27,24.0,9.0,10.9,0.4,10.0,2.27,0.08,0.4,21.0,15.2,0.0,2.19,10.0,69.0,0.5,43.0
1.4,0.25,26.0,14.0,8.8,0.4,8.0,2.21,0.07,0.8,48.0,15.1,0.0,2.14,11.0,71.0,0.6,55.0
1.4,0.25,26.0,24.0,9.2,0.3,8.0,2.21,0.07,0.9,47.0,15.1,0.0,2.14,23.0,74.0,0.7,54.0
1.4,0.25,26.0,12.0,8.3,0.3,8.0,2.22,0.06,0.3,68.0,15.0,0.0,2.16,8.0,76.0,0.5,51.0
1.3,0.26,25.0,10.0,10.6,0.3,10.0,2.2,0.06,0.4,44.0,15.1,0.0,2.14,13.0,77.0,0.4,48.0
1.3,0.38,18.0,16.0,17.5,1.0,16.0,2.21,0.09,0.9,67.0,15.2,0.0,2.12,10.0,76.0,0.8,69.0
1.4,0.43,16.0,8.0,23.6,2.5,21.0,2.14,0.09,1.0,69.0,15.4,0.0,2.04,10.0,78.0,1.0,64.0
1.7,0.46,15.0,19.0,26.3,3.5,22.0,2.21,0.12,1.0,61.0,15.9,0.0,2.09,11.0,77.0,0.7,55.0
1.7,0.4,23.0,13.0,23.7,3.8,19.0,2.16,0.13,1.3,53.0,16.7,0.0,2.02,8.0,73.0,1.0,59.0
1.0,0.33,23.0,13.0,14.2,2.1,12.0,2.1,0.11,0.5,285.0,20.2,0.0,1.99,15.0,57.0,0.4,310.0
0.9,0.36,31.0,23.0,14.4,1.3,13.0,2.15,0.12,1.3,290.0,20.6,0.0,2.02,13.0,57.0,0.5,308.0
0.9,0.36,32.0,21.0,15.2,1.1,14.0,2.15,0.12,0.5,46.0,20.2,0.0,2.02,16.0,59.0,1.1,299.0
1.4,0.4,22.0,21.0,21.4,1.2,20.0,2.25,0.18,1.4,38.0,19.7,0.0,2.08,15.0,66.0,1.1,41.0
1.0,0.48,17.0,20.0,25.7,1.0,24.0,2.31,0.2,0.6,39.0,18.8,0.0,2.12,17.0,71.0,0.8,46.0
0.9,0.56,10.0,27.0,28.7,0.9,27.0,2.41,0.27,1.2,53.0,18.1,0.0,2.14,17.0,75.0,1.2,46.0
1.4,0.6,7.0,21.0,33.6,1.3,32.0,2.5,0.38,1.3,35.0,17.6,0.0,2.13,18.0,78.0,1.2,36.0
0.9,0.49,10.0,18.0,29.9,1.3,28.0,2.29,0.2,1.4,49.0,17.2,0.0,2.09,15.0,79.0,1.5,52.0
0.5,0.46,17.0,14.0,20.9,0.6,20.0,2.22,0.14,1.0,29.0,17.0,0.0,2.08,15.0,80.0,1.0,47.0
0.6,0.36,23.0,11.0,16.8,0.5,16.0,2.2,0.14,1.6,29.0,16.8,0.0,2.06,11.0,82.0,1.4,30.0
1.0,0.26,30.0,11.0,12.3,0.2,12.0,2.1,0.07,0.6,47.0,16.7,0.0,2.02,13.0,85.0,1.2,46.0
1.3,0.24,35.0,12.0,9.5,0.2,9.0,2.06,0.05,2.1,40.0,16.4,0.0,2.0,9.0,87.0,1.2,41.0
1.2,0.24,41.0,10.0,5.9,0.7,5.0,2.04,0.05,1.1,59.0,16.2,0.0,2.0,8.0,91.0,1.9,37.0
0.9,0.24,37.0,7.0,6.8,0.8,6.0,2.11,0.04,1.5,43.0,16.1,0.0,2.06,11.0,94.0,1.3,43.0
1.0,0.26,38.0,4.0,6.9,0.7,6.0,2.06,0.05,3.2,28.0,15.9,0.0,2.0,6.0,93.0,2.3,29.0
1.0,0.26,42.0,0.0,5.3,0.8,4.0,2.0,0.03,4.4,30.0,15.1,0.0,1.98,6.0,93.0,3.1,29.0
1.0,0.26,43.0,0.0,4.5,0.6,3.0,2.02,0.03,3.3,41.0,14.3,0.0,1.99,5.0,93.0,3.3,32.0
1.4,0.27,41.0,5.0,6.2,0.7,5.0,2.02,0.04,4.0,33.0,14.3,0.0,1.98,5.0,91.0,2.9,32.0
1.8,0.3,39.0,4.0,8.5,0.8,7.0,2.02,0.04,3.5,20.0,14.2,0.0,1.99,6.0,88.0,2.9,30.0
2.1,0.31,37.0,3.0,11.0,0.9,10.0,2.04,0.06,4.1,28.0,14.4,0.0,1.98,7.0,87.0,3.3,31.0
2.2,0.27,38.0,7.0,9.9,1.2,8.0,2.04,0.06,3.5,30.0,14.4,0.0,1.98,4.0,85.0,3.4,30.0
2.1,0.28,35.0,8.0,12.1,1.7,10.0,2.04,0.06,3.2,38.0,14.5,0.0,1.99,5.0,84.0,3.0,35.0
2.2,0.26,36.0,11.0,11.7,1.7,9.0,2.04,0.07,5.7,28.0,14.3,0.0,1.97,5.0,84.0,3.3,30.0
2.0,0.24,39.0,10.0,9.2,1.4,7.0,2.0,0.05,4.6,28.0,14.1,0.0,1.96,5.0,81.0,3.9,32.0
1.9,0.25,39.0,13.0,8.5,1.3,7.0,2.0,0.05,5.1,33.0,14.2,0.0,1.96,7.0,80.0,3.7,36.0
2.0,0.25,40.0,12.0,8.1,0.9,7.0,2.02,0.06,4.9,29.0,12.9,0.0,1.96,11.0,82.0,4.5,32.0
2.3,0.26,38.0,21.0,10.4,1.3,9.0,2.04,0.06,4.8,35.0,12.9,0.0,1.98,12.0,75.0,3.8,35.0
2.1,0.26,39.0,31.0,10.2,1.3,8.0,2.04,0.07,4.4,49.0,13.1,0.0,1.97,15.0,65.0,3.8,50.0
2.3,0.28,38.0,36.0,10.2,1.0,9.0,2.06,0.07,4.5,39.0,13.0,0.0,1.99,18.0,64.0,3.7,41.0
2.6,0.28,38.0,37.0,9.2,0.8,8.0,2.06,0.06,4.6,32.0,12.8,0.0,2.0,9.0,64.0,3.5,34.0
2.6,0.27,40.0,29.0,8.0,0.7,7.0,2.04,0.05,4.7,27.0,12.3,0.0,1.99,17.0,70.0,4.5,29.0
2.5,0.28,39.0,25.0,7.6,0.8,6.0,2.06,0.07,4.1,46.0,12.4,0.0,2.0,16.0,68.0,3.4,36.0
2.9,0.32,34.0,26.0,10.2,0.9,9.0,2.11,0.09,3.5,40.0,12.4,0.0,2.02,15.0,70.0,3.1,41.0
2.6,0.34,34.0,29.0,11.8,0.8,10.0,2.11,0.08,3.7,36.0,12.3,0.0,2.02,22.0,74.0,3.6,30.0
2.6,0.31,36.0,21.0,8.2,0.7,7.0,2.06,0.05,4.7,44.0,11.7,0.0,2.02,18.0,80.0,3.6,34.0
2.5,0.28,36.0,18.0,5.9,0.8,5.0,2.04,0.05,4.1,30.0,11.4,0.0,2.0,16.0,80.0,3.6,34.0
1.9,0.26,36.0,16.0,5.5,0.8,4.0,2.04,0.05,4.8,37.0,11.2,0.0,2.0,17.0,79.0,3.7,34.0
1.8,0.25,37.0,25.0,4.6,0.6,4.0,2.02,0.03,4.3,36.0,11.1,0.0,1.99,16.0,75.0,3.8,33.0
2.1,0.23,37.0,31.0,4.4,0.6,3.0,2.0,0.04,4.1,41.0,11.0,0.0,1.97,19.0,72.0,3.5,44.0
1.9,0.23,36.0,40.0,4.9,0.7,4.0,2.02,0.05,4.4,50.0,10.8,0.0,1.98,17.0,71.0,3.5,44.0
2.0,0.25,32.0,40.0,6.1,0.5,5.0,2.06,0.06,4.2,50.0,10.7,0.0,2.0,20.0,74.0,3.5,51.0
2.3,0.26,32.0,37.0,6.6,0.7,5.0,2.04,0.05,4.4,49.0,10.8,0.0,2.0,17.0,73.0,3.6,44.0
2.0,0.28,31.0,47.0,7.9,1.0,6.0,2.04,0.05,5.1,41.0,10.8,0.0,1.99,20.0,67.0,3.6,40.0
2.0,0.28,31.0,51.0,8.5,1.2,7.0,2.02,0.05,6.3,28.0,10.9,0.0,1.98,19.0,63.0,4.1,36.0
1.9,0.27,31.0,60.0,8.7,1.6,7.0,2.02,0.06,5.4,28.0,10.9,0.0,1.97,25.0,60.0,4.3,32.0
1.9,0.26,31.0,54.0,8.7,1.5,7.0,2.02,0.05,5.4,42.0,10.8,0.0,1.97,18.0,58.0,4.1,36.0
1.9,0.26,32.0,44.0,9.0,1.9,7.0,2.02,0.05,5.2,27.0,10.7,0.0,1.97,15.0,58.0,3.9,35.0
1.9,0.24,34.0,46.0,8.4,1.7,6.0,2.0,0.05,5.2,36.0,10.4,0.0,1.96,13.0,57.0,4.3,38.0
2.1,0.22,34.0,30.0,8.1,1.4,6.0,2.0,0.05,4.4,39.0,10.3,0.0,1.96,12.0,58.0,3.6,38.0
2.0,0.23,33.0,34.0,8.8,1.5,7.0,2.02,0.05,4.4,45.0,10.4,0.0,1.97,11.0,60.0,3.6,34.0
2.1,0.24,32.0,31.0,8.7,1.2,7.0,2.02,0.06,4.6,42.0,10.3,0.0,1.96,14.0,62.0,3.6,41.0
2.2,0.24,33.0,37.0,9.1,1.2,7.0,2.02,0.06,4.3,34.0,10.2,0.0,1.96,16.0,61.0,3.6,37.0
2.1,0.25,34.0,29.0,7.9,0.9,6.0,2.02,0.06,4.4,42.0,9.9,0.0,1.96,11.0,65.0,3.6,38.0
2.3,0.25,33.0,21.0,8.6,0.9,7.0,2.02,0.06,4.3,51.0,9.4,0.0,1.97,13.0,71.0,3.6,47.0
2.7,0.26,33.0,24.0,9.4,0.8,8.0,2.04,0.07,4.1,34.0,9.8,0.0,1.98,13.0,66.0,3.4,38.0
3.0,0.26,31.0,25.0,11.2,0.6,10.0,2.06,0.08,3.9,28.0,10.2,0.0,1.99,11.0,62.0,3.0,38.0
3.1,0.26,30.0,21.0,11.1,0.9,10.0,2.06,0.08,4.3,40.0,10.4,0.0,1.98,16.0,63.0,3.2,39.0
2.4,0.22,33.0,18.0,8.3,0.8,7.0,2.0,0.04,3.5,39.0,10.5,0.0,1.97,13.0,65.0,3.3,44.0
2.5,0.22,33.0,19.0,7.2,0.7,6.0,2.02,0.05,3.6,34.0,10.7,0.0,1.98,12.0,65.0,2.9,36.0
2.3,0.21,34.0,23.0,6.4,0.7,5.0,2.02,0.05,3.6,30.0,10.9,0.0,1.97,9.0,64.0,2.7,39.0
1.6,0.2,34.0,16.0,5.6,0.0,5.0,2.02,0.04,3.4,29.0,10.9,0.0,1.98,11.0,65.0,2.7,38.0
1.5,0.2,33.0,21.0,5.7,0.2,5.0,2.02,0.04,3.2,47.0,10.8,0.0,1.98,15.0,68.0,2.6,44.0
1.7,0.19,34.0,14.0,4.7,0.2,4.0,2.02,0.04,3.0,38.0,10.7,0.0,1.98,12.0,71.0,2.6,39.0
1.5,0.2,33.0,18.0,5.3,0.1,5.0,2.04,0.05,3.5,48.0,10.5,0.0,1.99,13.0,76.0,2.3,43.0
1.6,0.2,35.0,10.0,4.9,0.2,4.0,2.0,0.04,2.6,43.0,10.4,0.0,1.97,11.0,79.0,2.5,45.0
1.6,0.21,31.0,7.0,6.2,0.3,5.0,2.06,0.06,2.8,49.0,10.5,0.0,2.0,9.0,80.0,2.3,45.0
1.7,0.23,31.0,6.0,7.5,0.4,7.0,2.04,0.06,2.8,51.0,10.7,0.0,1.99,8.0,79.0,2.4,41.0
1.9,0.24,31.0,6.0,8.2,0.8,7.0,2.04,0.06,3.7,38.0,11.4,0.0,1.99,11.0,76.0,2.8,44.0
1.5,0.24,35.0,8.0,7.1,1.2,5.0,2.0,0.05,4.0,50.0,12.6,0.0,1.96,9.0,70.0,3.3,40.0
1.7,0.25,37.0,18.0,6.8,1.1,5.0,2.0,0.05,4.3,28.0,13.4,0.0,1.95,9.0,66.0,3.5,30.0
1.2,0.25,36.0,10.0,7.7,1.2,6.0,2.0,0.05,4.0,35.0,13.8,0.0,1.95,8.0,64.0,3.2,38.0
0.8,0.22,38.0,12.0,6.2,1.0,5.0,1.98,0.04,4.8,26.0,13.9,0.0,1.94,13.0,64.0,3.4,42.0
0.4,0.22,39.0,22.0,5.8,0.8,5.0,1.98,0.04,4.2,33.0,13.5,0.0,1.94,9.0,65.0,3.7,34.0
0.2,0.22,40.0,20.0,5.9,0.7,5.0,1.98,0.04,4.6,33.0,13.2,0.0,1.94,9.0,66.0,3.8,36.0
0.3,0.22,41.0,21.0,6.1,0.8,5.0,1.98,0.04,4.4,53.0,13.0,0.0,1.94,9.0,65.0,3.4,37.0
0.6,0.23,42.0,21.0,5.9,0.4,5.0,1.98,0.03,4.4,30.0,12.8,0.0,1.95,11.0,65.0,3.3,39.0
0.6,0.25,41.0,23.0,6.6,0.1,6.0,2.0,0.05,2.9,37.0,12.6,0.0,1.96,12.0,66.0,2.8,42.0
0.8,0.27,38.0,23.0,8.3,0.1,8.0,2.04,0.06,2.6,51.0,12.2,0.0,1.98,13.0,69.0,2.2,49.0
1.3,0.26,38.0,23.0,9.0,0.3,8.0,2.02,0.05,3.2,44.0,12.2,0.0,1.98,13.0,70.0,2.6,48.0
1.5,0.25,38.0,20.0,8.3,0.3,7.0,2.02,0.05,2.9,52.0,12.2,0.0,1.98,14.0,70.0,2.2,47.0
1.4,0.25,38.0,15.0,7.7,0.2,7.0,2.02,0.06,2.8,43.0,12.2,0.0,1.97,9.0,69.0,2.3,48.0
1.3,0.22,38.0,16.0,7.2,0.1,7.0,2.0,0.03,1.9,46.0,12.4,0.0,1.98,10.0,69.0,2.1,45.0
1.1,0.21,39.0,16.0,6.6,0.2,6.0,2.04,0.03,1.4,50.0,12.5,0.0,2.02,8.0,69.0,1.3,44.0
1.3,0.22,37.0,10.0,6.1,0.1,6.0,2.2,0.04,0.3,58.0,12.4,0.0,2.16,8.0,71.0,0.8,46.0
1.3,0.22,34.0,13.0,8.4,0.3,8.0,2.29,0.07,0.8,47.0,12.3,0.0,2.22,11.0,72.0,0.7,47.0
1.2,0.19,36.0,9.0,6.5,0.2,6.0,2.19,0.04,1.0,35.0,12.7,0.0,2.15,9.0,71.0,1.0,37.0
1.1,0.19,36.0,9.0,5.4,0.2,5.0,2.21,0.05,0.6,44.0,13.2,0.0,2.16,7.0,70.0,0.9,44.0
1.2,0.2,31.0,13.0,7.5,0.1,7.0,2.31,0.07,0.9,47.0,13.2,0.0,2.24,8.0,70.0,0.4,44.0
1.8,0.22,20.0,11.0,16.8,0.3,16.0,2.27,0.07,0.5,58.0,13.4,0.0,2.21,9.0,70.0,0.7,67.0
1.0,0.28,20.0,18.0,17.7,0.7,16.0,2.38,0.1,0.4,96.0,13.4,0.0,2.27,10.0,71.0,0.6,47.0
1.0,0.41,10.0,13.0,34.0,4.8,29.0,2.38,0.13,0.9,35.0,13.5,0.0,2.25,11.0,72.0,0.6,39.0
0.8,0.5,15.0,17.0,33.3,8.0,25.0,2.24,0.12,1.7,74.0,14.5,0.0,2.12,12.0,70.0,1.0,62.0
0.5,0.3,30.0,12.0,15.9,4.2,11.0,2.0,0.05,1.2,55.0,17.1,0.0,1.96,12.0,60.0,1.4,61.0
0.0,0.28,35.0,9.0,12.8,3.0,9.0,2.0,0.06,1.9,28.0,19.3,0.0,1.95,6.0,52.0,0.8,32.0
0.0,0.27,43.0,20.0,11.4,2.1,9.0,2.02,0.07,1.3,60.0,20.7,0.0,1.96,7.0,48.0,0.7,37.0
0.0,0.28,46.0,20.0,9.5,1.4,8.0,2.0,0.05,1.8,23.0,21.2,0.0,1.96,12.0,50.0,0.5,12.0
0.5,0.26,50.0,18.0,10.3,1.6,8.0,2.02,0.06,1.6,24.0,21.5,0.0,1.96,11.0,50.0,1.3,38.0
0.6,0.28,49.0,21.0,10.9,1.4,9.0,2.02,0.06,1.7,302.0,21.7,0.0,1.97,12.0,50.0,0.6,18.0
0.6,0.28,46.0,27.0,10.2,1.4,8.0,2.02,0.05,1.9,58.0,20.8,0.0,1.98,13.0,53.0,1.1,47.0
0.4,0.28,42.0,27.0,10.3,1.0,9.0,2.04,0.07,2.8,31.0,20.3,0.0,1.97,10.0,53.0,1.3,40.0
0.0,0.34,33.0,16.0,13.3,0.7,12.0,2.09,0.11,1.7,52.0,19.6,0.0,1.98,8.0,53.0,1.8,46.0
0.0,0.43,20.0,17.0,19.8,0.5,19.0,2.19,0.12,1.1,40.0,16.5,0.0,2.06,10.0,68.0,1.0,39.0
0.0,0.42,19.0,14.0,20.0,0.5,19.0,2.18,0.11,1.0,44.0,16.0,0.0,2.06,7.0,70.0,1.0,55.0
0.0,0.51,5.0,16.0,25.4,0.9,24.0,2.65,0.2,0.5,144.0,15.0,0.0,2.45,12.0,77.0,0.4,191.0
0.8,0.45,6.0,17.0,20.8,0.6,20.0,2.69,0.19,0.2,56.0,14.6,0.0,2.5,13.0,80.0,0.2,129.0
1.0,0.44,3.0,22.0,20.4,1.1,19.0,2.9,0.2,0.4,154.0,14.2,0.0,2.7,12.0,82.0,0.4,139.0
1.5,0.41,0.0,20.0,26.9,4.5,22.0,2.85,0.2,0.2,103.0,13.9,0.0,2.65,16.0,83.0,0.3,102.0
1.4,0.28,4.0,12.0,16.7,1.8,14.0,2.35,0.1,0.7,70.0,13.6,0.0,2.25,11.0,83.0,0.6,61.0
1.3,0.28,3.0,11.0,19.0,2.2,16.0,2.36,0.1,0.3,82.0,13.5,0.0,2.25,11.0,82.0,0.3,68.0
1.6,0.33,5.0,8.0,18.8,2.3,16.0,2.31,0.1,0.3,91.0,13.6,0.0,2.22,9.0,80.0,0.4,59.0
1.7,0.79,2.0,15.0,52.3,29.5,22.0,2.62,0.25,0.4,157.0,13.9,0.0,2.37,9.0,79.0,0.5,150.0
2.3,1.09,3.0,24.0,71.4,42.6,28.0,2.87,0.36,1.2,247.0,15.9,0.0,2.5,14.0,73.0,0.6,241.0
3.5,0.35,21.0,27.0,30.0,11.4,18.0,2.23,0.13,1.9,235.0,18.9,0.0,2.1,20.0,65.0,1.7,248.0
1.6,0.31,33.0,23.0,16.5,3.7,12.0,2.11,0.09,2.0,290.0,19.8,0.0,2.02,14.0,61.0,1.3,265.0
1.4,0.32,41.0,16.0,15.5,2.9,12.0,2.11,0.08,1.6,293.0,20.7,0.0,2.02,17.0,58.0,1.1,290.0
1.9,0.28,50.0,19.0,11.0,1.6,9.0,2.04,0.05,1.9,283.0,21.3,0.0,1.99,10.0,54.0,1.2,301.0
1.6,0.25,50.0,15.0,9.6,1.3,8.0,1.98,0.03,3.1,291.0,21.2,0.0,1.95,10.0,60.0,1.8,288.0
1.3,0.22,42.0,27.0,10.9,1.5,9.0,2.02,0.1,2.5,290.0,19.9,0.0,1.93,11.0,76.0,1.9,292.0
0.9,0.25,43.0,38.0,10.3,1.1,9.0,2.18,0.22,1.3,292.0,18.3,0.0,1.96,14.0,84.0,1.6,294.0
0.7,0.28,39.0,36.0,10.8,0.5,10.0,2.06,0.1,2.1,298.0,17.5,0.0,1.97,14.0,89.0,1.8,293.0
0.3,0.39,32.0,47.0,14.0,0.3,13.0,2.08,0.09,1.2,290.0,17.4,0.0,1.99,19.0,91.0,1.0,291.0
0.4,0.31,32.0,41.0,14.1,0.3,13.0,2.02,0.05,1.3,286.0,17.3,0.0,1.97,14.0,92.0,1.2,293.0
0.2,0.24,31.0,42.0,11.7,0.0,11.0,1.95,0.02,1.5,305.0,16.8,0.0,1.93,10.0,94.0,1.6,298.0
0.8,0.28,25.0,48.0,14.4,0.2,14.0,2.0,0.04,0.6,275.0,16.8,0.0,1.97,15.0,94.0,0.9,271.0
0.6,0.28,20.0,61.0,16.3,0.3,15.0,2.06,0.05,0.6,186.0,16.8,0.0,2.02,20.0,93.0,0.4,213.0
0.6,0.26,22.0,62.0,15.4,0.4,15.0,2.06,0.05,0.8,278.0,16.7,0.0,2.02,20.0,93.0,1.0,262.0
0.3,0.21,30.0,42.0,9.0,0.2,8.0,1.99,0.03,1.1,298.0,16.1,0.0,1.96,22.0,94.0,0.9,282.0
1.4,0.2,29.0,58.0,9.1,0.6,8.0,2.02,0.06,0.5,284.0,16.0,0.0,1.96,20.0,95.0,0.6,273.0
1.5,0.2,31.0,45.0,7.5,0.6,6.0,2.0,0.05,0.7,312.0,15.8,0.0,1.96,14.0,94.0,0.8,297.0
1.2,0.2,32.0,45.0,6.6,0.7,5.0,2.04,0.06,0.3,61.0,15.8,0.0,1.99,15.0,95.0,0.3,346.0
1.2,0.21,30.0,56.0,6.9,0.8,6.0,2.1,0.07,0.3,198.0,15.9,0.0,2.02,16.0,95.0,0.2,331.0
1.3,0.24,22.0,63.0,8.6,0.7,7.0,2.21,0.09,0.3,60.0,16.2,0.0,2.12,18.0,94.0,0.3,189.0
1.3,0.26,21.0,79.0,10.3,0.8,9.0,2.19,0.09,0.5,31.0,16.1,0.0,2.1,18.0,94.0,0.4,7.0
1.3,0.32,20.0,84.0,12.5,1.0,11.0,2.16,0.12,1.6,26.0,16.0,0.0,2.04,21.0,96.0,1.2,37.0
1.7,0.44,15.0,56.0,18.7,2.6,16.0,2.27,0.19,1.2,68.0,16.5,0.0,2.08,29.0,93.0,1.0,43.0
1.7,0.47,8.0,49.0,31.2,9.3,21.0,2.27,0.19,1.1,72.0,17.9,0.0,2.08,30.0,88.0,0.9,79.0
1.6,0.48,5.0,44.0,34.6,15.2,19.0,2.27,0.17,0.6,71.0,19.3,0.0,2.1,30.0,86.0,0.5,63.0
2.1,0.51,4.0,61.0,37.8,10.6,27.0,2.36,0.18,1.9,299.0,18.9,0.5,2.18,35.0,94.0,1.5,300.0
1.7,0.41,7.0,45.0,27.0,5.5,21.0,2.21,0.13,1.1,308.0,18.3,0.0,2.08,30.0,95.0,1.2,300.0
1.5,0.4,11.0,34.0,27.9,2.9,24.0,2.16,0.11,1.4,291.0,17.7,0.5,2.04,27.0,95.0,1.2,296.0
1.5,0.38,14.0,25.0,22.7,1.1,21.0,2.09,0.08,0.5,289.0,16.9,1.0,2.0,22.0,97.0,0.5,303.0
1.3,0.34,20.0,20.0,17.7,0.4,17.0,2.08,0.06,1.0,45.0,16.4,2.5,2.02,21.0,97.0,0.4,14.0
1.7,0.35,24.0,19.0,13.8,0.3,13.0,2.2,0.14,1.2,43.0,16.3,2.5,2.06,18.0,97.0,0.9,40.0
1.8,0.41,20.0,15.0,17.7,0.5,17.0,2.27,0.17,1.0,53.0,16.7,3.5,2.1,16.0,98.0,1.1,51.0
2.0,0.43,16.0,17.0,22.2,0.8,21.0,2.27,0.15,1.0,48.0,17.1,2.0,2.13,15.0,98.0,0.8,50.0
2.2,0.37,17.0,5.0,22.3,0.7,21.0,2.22,0.12,1.4,36.0,17.2,2.5,2.1,10.0,98.0,1.1,46.0
2.1,0.33,25.0,13.0,14.5,0.3,14.0,2.22,0.14,2.1,51.0,17.3,2.5,2.08,8.0,98.0,1.3,48.0
1.9,0.35,25.0,9.0,12.5,0.4,12.0,2.16,0.11,3.6,30.0,17.2,1.5,2.04,7.0,98.0,2.5,34.0
1.7,0.4,28.0,12.0,8.9,1.2,7.0,2.08,0.07,4.3,22.0,16.2,1.0,2.0,12.0,96.0,3.2,30.0
1.8,0.43,30.0,23.0,6.9,1.0,5.0,2.09,0.06,3.8,49.0,15.5,1.0,2.02,21.0,95.0,2.9,38.0
