Sulfur dioxide,Carbon monoxide,Ozone,PM10,Nitrogen oxides,Nitric Oxide,Nitrogen dioxide,Total Hydrocarbon,Non-hydrocarbon,Wind Speed,Wind Direction,Ambient temperature,Rainfall,Methane,PM2.5,Relative humidity,Hourly Wind speed Vectors,Hourly Wind Direction Vectors
1.5,0.25,42.7,18.0,10.0,0.6,9.3,1.98,0.03,4.3,51.0,24.9,0.0,1.95,5.0,72.0,3.4,49.0
1.3,0.2,46.4,23.0,6.2,0.8,5.4,1.94,0.0,4.8,43.0,24.8,0.0,1.94,5.0,70.0,3.8,48.0
1.1,0.2,45.5,15.0,5.6,0.7,4.9,1.95,0.01,4.8,48.0,24.6,0.0,1.94,5.0,71.0,3.4,49.0
1.1,0.18,45.7,16.0,4.8,0.5,4.3,1.93,0.0,4.5,47.0,24.6,0.0,1.93,8.0,73.0,3.8,47.0
1.1,0.17,46.4,18.0,4.2,0.3,3.9,1.93,0.0,4.4,49.0,24.8,0.0,1.94,6.0,72.0,3.7,49.0
1.0,0.17,46.3,17.0,4.5,0.6,3.8,1.94,0.0,3.6,47.0,24.7,0.0,1.95,7.0,72.0,3.1,47.0
1.0,0.15,47.3,13.0,4.3,0.3,4.0,1.94,0.0,3.5,47.0,24.8,0.0,1.95,8.0,70.0,3.2,46.0
1.0,0.17,44.1,17.0,5.1,0.5,4.5,2.0,0.03,3.1,32.0,24.3,0.0,1.97,6.0,74.0,2.4,38.0
1.1,0.18,40.2,17.0,6.7,0.3,6.4,2.02,0.05,3.4,24.0,23.7,0.0,1.98,5.0,79.0,2.8,25.0
0.9,0.18,45.1,21.0,5.7,0.4,5.2,1.98,0.02,3.8,34.0,23.4,0.0,1.96,6.0,83.0,3.3,30.0
0.6,0.18,48.9,27.0,4.8,0.3,4.5,1.96,0.01,3.7,44.0,23.2,0.0,1.95,11.0,83.0,2.9,41.0
0.8,0.19,48.9,25.0,5.4,0.5,4.9,1.95,0.01,4.3,34.0,23.2,0.0,1.94,10.0,83.0,3.2,40.0
1.0,0.23,44.8,24.0,7.9,0.7,7.1,1.96,0.02,4.5,34.0,23.7,0.0,1.94,15.0,82.0,3.3,34.0
1.1,0.23,45.7,31.0,8.3,1.0,7.2,1.96,0.03,5.8,28.0,24.3,0.0,1.93,10.0,80.0,4.2,30.0
1.2,0.2,48.0,33.0,7.1,1.1,5.9,1.95,0.02,5.2,29.0,25.0,0.0,1.93,10.0,78.0,4.3,31.0
0.8,0.25,45.1,25.0,9.7,0.8,8.8,2.0,0.04,4.5,37.0,23.4,0.0,1.97,15.0,82.0,3.8,34.0
0.5,0.25,46.1,35.0,9.0,0.6,8.4,2.0,0.04,4.3,40.0,22.6,0.0,1.97,11.0,82.0,3.8,34.0
0.8,0.25,48.1,33.0,8.3,0.3,8.0,2.02,0.06,4.8,34.0,22.6,0.0,1.97,15.0,79.0,4.0,35.0
0.9,0.26,49.2,30.0,7.8,0.3,7.5,2.02,0.04,4.7,51.0,22.4,0.0,1.99,12.0,79.0,3.6,42.0
0.8,0.28,45.0,26.0,9.6,0.3,9.2,2.04,0.05,4.5,52.0,22.2,0.0,2.0,16.0,80.0,3.5,48.0
0.7,0.26,47.7,28.0,8.4,0.3,8.0,2.0,0.03,4.4,52.0,21.9,0.0,1.98,11.0,80.0,3.8,50.0
0.9,0.23,48.7,24.0,7.2,0.5,6.7,2.0,0.02,4.0,40.0,21.5,0.0,1.98,9.0,81.0,3.6,46.0
0.8,0.22,46.7,24.0,6.9,0.4,6.5,2.02,0.03,4.6,44.0,21.1,0.0,1.99,14.0,82.0,3.3,46.0
1.2,0.21,45.9,26.0,7.2,0.2,7.0,2.0,0.02,4.0,43.0,21.0,0.0,1.99,14.0,81.0,3.4,45.0
1.7,0.2,44.3,29.0,7.9,0.5,7.4,2.0,0.02,3.4,46.0,21.0,0.0,1.99,8.0,80.0,3.3,43.0
1.9,0.17,45.2,22.0,6.4,0.4,6.0,1.99,0.01,3.3,52.0,21.1,0.0,1.98,9.0,78.0,3.1,47.0
2.0,0.15,44.8,24.0,5.3,0.4,4.9,1.98,0.02,3.6,34.0,21.0,0.0,1.96,7.0,77.0,3.1,43.0
2.1,0.14,43.9,14.0,4.9,0.4,4.5,1.96,0.02,3.7,45.0,21.2,0.0,1.94,4.0,73.0,3.1,46.0
2.0,0.15,40.1,14.0,5.7,0.4,5.3,1.96,0.02,4.0,47.0,20.9,0.0,1.94,2.0,74.0,3.7,46.0
1.8,0.15,39.4,16.0,6.2,0.5,5.7,1.94,0.01,4.8,45.0,20.8,0.0,1.93,5.0,75.0,3.8,48.0
1.7,0.19,38.5,22.0,7.8,1.0,6.8,1.95,0.02,5.2,41.0,21.3,0.0,1.93,8.0,73.0,3.9,42.0
1.7,0.19,40.6,25.0,7.9,1.4,6.5,1.94,0.02,5.5,39.0,22.0,0.0,1.92,12.0,70.0,3.8,44.0
1.5,0.18,41.8,25.0,7.8,1.7,6.1,1.94,0.03,6.5,45.0,22.6,0.0,1.91,9.0,67.0,4.6,47.0
1.9,0.18,42.6,34.0,8.5,1.9,6.6,1.95,0.03,5.9,39.0,23.4,0.0,1.92,9.0,62.0,4.8,48.0
1.9,0.19,43.5,36.0,9.2,1.9,7.2,1.96,0.04,5.0,57.0,23.9,0.0,1.92,9.0,60.0,4.9,47.0
2.1,0.18,44.3,33.0,8.7,1.8,6.9,1.96,0.04,7.1,46.0,23.9,0.0,1.92,6.0,59.0,5.3,45.0
2.2,0.17,45.3,32.0,7.4,1.5,5.9,1.94,0.02,6.8,46.0,23.6,0.0,1.92,4.0,60.0,5.5,46.0
1.9,0.16,44.9,32.0,6.8,1.3,5.5,1.94,0.03,6.9,50.0,23.4,0.0,1.91,5.0,59.0,5.4,48.0
1.8,0.18,42.9,33.0,8.5,1.5,7.0,1.97,0.05,5.9,49.0,22.8,0.0,1.92,7.0,61.0,4.8,44.0
1.8,0.2,40.6,32.0,9.9,0.9,8.9,1.99,0.06,6.8,49.0,22.3,0.0,1.93,9.0,61.0,4.8,47.0
1.8,0.21,39.8,25.0,10.2,0.7,9.5,1.98,0.05,5.8,45.0,21.8,0.0,1.93,6.0,61.0,4.7,48.0
1.7,0.24,39.5,29.0,10.4,0.7,9.7,1.99,0.06,5.3,46.0,21.5,0.0,1.93,8.0,61.0,4.1,46.0
1.7,0.22,40.1,29.0,10.2,0.6,9.5,1.98,0.04,4.9,48.0,21.2,0.0,1.94,7.0,63.0,4.5,49.0
1.7,0.22,39.6,21.0,8.9,0.4,8.5,1.99,0.05,4.5,51.0,21.1,0.0,1.94,6.0,62.0,3.9,49.0
1.6,0.21,39.9,30.0,8.8,0.5,8.2,1.99,0.05,4.2,44.0,21.1,0.0,1.94,6.0,61.0,3.9,50.0
1.6,0.17,40.2,19.0,7.5,0.5,6.9,1.97,0.04,4.5,51.0,21.1,0.0,1.93,5.0,62.0,3.9,51.0
1.6,0.15,40.2,20.0,5.7,0.4,5.3,1.95,0.02,4.4,51.0,20.9,0.0,1.93,6.0,62.0,3.7,48.0
1.8,0.14,41.3,15.0,5.3,0.2,5.0,1.94,0.01,3.9,46.0,20.9,0.0,1.93,10.0,63.0,3.8,46.0
1.0,0.14,41.3,14.0,5.2,0.6,4.6,1.96,0.03,3.8,38.0,20.8,0.0,1.93,6.0,67.0,3.2,42.0
1.0,0.13,40.9,20.0,4.3,0.4,3.9,1.95,0.01,3.3,40.0,20.8,0.0,1.94,2.0,64.0,3.1,44.0
1.0,0.13,40.5,20.0,4.3,0.4,3.8,1.96,0.03,4.1,42.0,20.8,0.0,1.93,3.0,63.0,3.0,38.0
1.1,0.13,41.8,21.0,3.9,0.4,3.5,1.94,0.02,3.7,50.0,20.9,0.0,1.92,3.0,64.0,3.3,45.0
1.0,0.14,40.5,20.0,4.3,0.3,3.9,1.95,0.02,4.4,39.0,20.7,0.0,1.93,6.0,71.0,3.3,42.0
1.1,0.16,40.5,18.0,5.4,0.4,5.0,1.94,0.02,5.1,45.0,20.7,0.0,1.92,10.0,74.0,3.7,44.0
1.0,0.2,40.2,8.0,7.4,1.0,6.3,1.95,0.03,5.5,41.0,21.0,0.0,1.92,5.0,75.0,4.4,46.0
1.0,0.21,41.6,15.0,8.0,1.3,6.7,1.96,0.04,4.8,35.0,21.9,0.0,1.92,0.0,73.0,4.5,37.0
1.3,0.21,41.7,11.0,8.3,1.6,6.6,1.97,0.04,5.6,43.0,22.6,0.0,1.93,2.0,73.0,4.5,39.0
1.2,0.2,43.6,15.0,8.4,1.7,6.7,1.97,0.05,6.4,38.0,23.1,0.0,1.92,4.0,70.0,5.0,37.0
1.3,0.18,41.1,16.0,6.6,1.3,5.3,1.96,0.04,6.1,39.0,24.2,0.0,1.92,1.0,61.0,4.9,39.0
1.3,0.19,41.4,14.0,7.3,1.4,5.8,1.97,0.05,4.8,38.0,24.0,0.0,1.92,4.0,62.0,4.4,39.0
1.2,0.19,40.5,18.0,8.5,1.3,7.1,1.98,0.06,5.7,35.0,23.7,0.0,1.92,6.0,64.0,4.5,39.0
1.2,0.2,39.5,18.0,8.3,0.9,7.4,1.98,0.06,4.7,28.0,22.9,0.0,1.92,5.0,68.0,4.1,37.0
1.1,0.22,40.1,20.0,7.9,0.6,7.3,1.98,0.05,5.2,52.0,22.2,0.0,1.93,1.0,71.0,4.0,41.0
1.0,0.24,40.3,10.0,7.9,0.5,7.3,1.99,0.06,5.0,39.0,21.8,0.0,1.93,3.0,74.0,4.0,35.0
0.9,0.23,40.8,8.0,7.4,0.3,7.0,1.98,0.05,5.4,41.0,21.8,0.0,1.93,6.0,75.0,4.0,41.0
1.0,0.21,42.5,8.0,6.2,0.4,5.8,1.97,0.04,3.7,44.0,21.6,0.0,1.93,5.0,77.0,3.4,44.0
0.8,0.2,43.8,7.0,5.5,0.3,5.2,1.96,0.03,3.9,41.0,21.6,0.0,1.93,1.0,78.0,3.4,41.0
0.9,0.18,44.5,7.0,4.7,0.4,4.3,1.95,0.02,4.5,46.0,21.7,0.0,1.93,4.0,78.0,3.6,49.0
0.9,0.17,44.1,10.0,4.6,0.6,3.9,1.94,0.01,4.2,43.0,21.6,0.0,1.93,4.0,78.0,3.5,44.0
0.9,0.17,43.4,9.0,4.3,0.4,3.9,1.94,0.01,4.1,46.0,21.7,0.0,1.93,4.0,77.0,3.1,47.0
1.5,0.16,44.2,9.0,4.8,0.6,4.2,1.94,0.01,3.9,47.0,21.7,0.0,1.93,4.0,77.0,3.6,44.0
1.6,0.15,45.1,7.0,4.1,0.6,3.5,1.92,0.0,4.4,37.0,21.6,0.0,1.93,4.0,77.0,3.3,42.0
1.7,0.16,44.2,14.0,4.2,0.7,3.5,1.92,0.0,3.2,33.0,21.6,0.0,1.92,5.0,76.0,3.2,40.0
1.8,0.16,43.6,10.0,4.5,0.6,3.8,1.93,0.0,3.9,43.0,21.6,0.0,1.93,3.0,76.0,3.1,40.0
1.8,0.15,44.4,5.0,4.5,0.6,3.9,1.92,0.0,4.3,49.0,21.6,0.0,1.92,0.0,77.0,3.6,42.0
1.9,0.17,42.7,11.0,5.6,0.8,4.8,1.92,0.0,4.1,45.0,21.7,0.0,1.92,1.0,77.0,3.5,41.0
1.7,0.22,40.8,10.0,7.9,1.1,6.8,1.94,0.02,4.3,43.0,22.2,0.0,1.92,7.0,76.0,3.6,36.0
1.6,0.24,40.0,18.0,9.7,1.4,8.3,1.96,0.04,4.3,36.0,22.8,0.0,1.92,6.0,74.0,3.3,35.0
1.6,0.23,40.4,18.0,10.9,1.8,9.1,1.96,0.04,4.2,33.0,23.8,0.0,1.92,6.0,72.0,3.0,40.0
1.5,0.22,42.9,19.0,9.6,1.8,7.8,1.95,0.03,4.9,41.0,24.8,0.0,1.92,6.0,69.0,4.0,34.0
1.8,0.21,41.8,15.0,9.6,1.7,7.8,1.96,0.04,4.2,42.0,25.0,0.0,1.92,6.0,69.0,3.5,40.0
2.0,0.21,37.4,19.0,11.1,1.4,9.6,1.98,0.06,5.6,28.0,24.4,0.0,1.92,8.0,73.0,3.7,32.0
1.8,0.19,38.6,18.0,9.9,1.4,8.5,1.94,0.03,4.5,27.0,23.4,0.0,1.91,9.0,80.0,3.7,29.0
1.7,0.2,37.9,13.0,10.7,1.4,9.3,1.96,0.05,4.2,33.0,23.0,0.0,1.91,6.0,82.0,3.6,34.0
1.8,0.21,35.0,17.0,11.6,1.1,10.4,1.97,0.05,3.3,44.0,22.9,0.0,1.92,6.0,83.0,3.2,36.0
1.7,0.23,32.1,13.0,13.0,1.2,11.7,1.98,0.06,3.4,30.0,22.9,0.0,1.92,8.0,85.0,3.0,33.0
1.5,0.24,32.0,9.0,12.4,1.0,11.4,1.97,0.05,3.6,37.0,22.8,0.0,1.92,6.0,87.0,3.2,29.0
1.7,0.22,34.8,7.0,9.5,0.7,8.7,1.96,0.04,3.8,36.0,22.8,0.0,1.92,2.0,88.0,3.4,32.0
1.8,0.21,35.4,5.0,9.1,0.7,8.4,1.96,0.03,4.1,36.0,23.0,0.0,1.93,0.0,88.0,3.0,37.0
1.7,0.19,36.3,3.0,9.2,0.5,8.6,1.93,0.02,3.7,29.0,22.8,0.0,1.91,0.0,88.0,3.6,32.0
1.6,0.2,35.9,3.0,9.3,0.8,8.5,1.93,0.01,3.3,36.0,23.0,0.0,1.92,0.0,89.0,3.0,35.0
1.5,0.18,36.0,3.0,7.6,0.4,7.2,1.93,0.01,3.3,32.0,23.3,0.0,1.92,1.0,88.0,2.8,32.0
1.9,0.16,35.4,4.0,7.7,0.6,7.0,1.93,0.01,2.2,35.0,23.3,0.0,1.92,1.0,89.0,2.3,34.0
1.8,0.17,35.5,2.0,7.2,0.6,6.6,1.93,0.0,2.9,40.0,23.3,0.0,1.93,7.0,90.0,2.3,31.0
1.6,0.14,34.4,0.0,6.2,0.1,6.1,1.92,0.0,2.7,50.0,23.4,0.0,1.92,4.0,90.0,2.3,49.0
1.7,0.14,36.5,0.0,4.7,0.2,4.5,1.93,0.0,2.7,48.0,23.3,0.0,1.94,0.0,90.0,1.8,40.0
1.4,0.14,37.7,0.0,3.6,0.2,3.4,1.92,0.0,2.8,30.0,23.1,0.0,1.92,0.0,92.0,2.1,32.0
1.3,0.14,37.4,0.0,3.6,0.1,3.5,1.93,0.01,3.0,31.0,22.9,0.0,1.92,1.0,93.0,2.6,30.0
1.5,0.15,36.4,0.0,4.0,0.1,3.9,1.95,0.03,2.4,38.0,23.0,0.0,1.92,0.0,92.0,2.1,31.0
1.4,0.17,33.7,0.0,5.2,0.0,5.2,1.94,0.02,2.6,31.0,23.1,0.0,1.92,1.0,92.0,2.1,32.0
1.5,0.2,31.7,0.0,7.0,0.3,6.6,1.95,0.03,3.0,30.0,23.4,0.0,1.92,1.0,92.0,2.1,32.0
1.4,0.23,29.3,1.0,9.8,0.9,8.8,1.96,0.04,3.1,35.0,23.9,0.0,1.92,2.0,90.0,2.3,31.0
1.6,0.22,29.5,2.0,10.7,1.4,9.3,1.97,0.04,3.5,31.0,24.7,0.0,1.93,1.0,87.0,2.4,34.0
1.5,0.23,29.7,3.0,10.6,1.3,9.3,1.97,0.05,3.4,25.0,24.5,0.0,1.92,0.0,89.0,2.6,31.0
1.4,0.22,31.9,2.0,9.0,0.9,8.1,1.96,0.04,3.5,31.0,24.4,0.0,1.92,2.0,89.0,2.9,33.0
1.5,0.22,33.1,1.0,8.5,0.8,7.6,1.94,0.04,3.2,36.0,24.5,0.0,1.9,4.0,88.0,2.6,37.0
1.4,0.19,34.8,2.0,6.8,0.6,6.1,1.94,0.03,2.9,32.0,24.2,0.0,1.91,3.0,89.0,3.0,32.0
1.6,0.18,34.8,2.0,6.5,0.4,6.0,1.94,0.03,4.3,25.0,24.0,0.0,1.91,0.0,90.0,3.3,29.0
1.5,0.19,34.7,3.0,6.6,0.4,6.1,1.94,0.03,3.0,37.0,23.9,0.0,1.91,3.0,90.0,2.7,33.0
1.6,0.2,33.9,9.0,7.5,0.3,7.1,1.94,0.03,3.4,46.0,24.1,0.0,1.91,3.0,88.0,2.8,36.0
1.8,0.22,31.2,10.0,9.2,0.5,8.7,1.96,0.04,2.9,37.0,24.2,0.0,1.92,8.0,88.0,2.4,40.0
1.8,0.2,31.2,9.0,9.0,0.4,8.6,1.96,0.03,2.6,50.0,24.2,0.0,1.93,6.0,88.0,2.1,41.0
1.6,0.19,32.3,8.0,7.3,0.2,7.0,1.97,0.04,2.3,39.0,24.3,0.0,1.93,3.0,89.0,2.1,41.0
1.8,0.21,30.0,8.0,10.4,0.4,10.0,2.0,0.04,2.2,38.0,24.4,0.0,1.96,3.0,89.0,1.7,44.0
1.8,0.21,28.2,7.0,8.2,0.4,7.8,2.0,0.05,1.8,36.0,24.4,0.0,1.95,2.0,89.0,2.0,31.0
1.6,0.23,24.4,6.0,9.9,0.3,9.5,2.0,0.05,2.2,27.0,24.4,0.0,1.95,0.0,89.0,2.1,30.0
1.9,0.19,23.1,9.0,10.6,0.3,10.3,1.98,0.04,2.0,25.0,24.3,0.0,1.94,1.0,89.0,2.1,27.0
1.7,0.16,26.5,6.0,8.7,0.4,8.3,1.97,0.03,2.3,32.0,24.3,0.0,1.94,3.0,90.0,2.0,30.0
0.5,0.14,29.0,9.0,6.3,0.2,6.1,1.94,0.0,2.5,38.0,12.6,0.0,1.94,2.0,90.0,1.9,37.0
0.5,0.14,31.6,9.0,4.4,0.1,4.2,1.95,0.01,1.9,35.0,24.0,0.0,1.94,0.0,91.0,1.7,32.0
0.6,0.15,30.4,11.0,4.5,0.1,4.4,1.96,0.03,2.6,29.0,23.6,0.0,1.93,1.0,93.0,2.0,30.0
0.8,0.14,30.3,7.0,4.6,0.0,4.5,1.95,0.02,2.3,36.0,23.4,0.0,1.93,1.0,92.0,1.9,39.0
0.9,0.16,28.1,4.0,5.0,0.1,4.9,1.97,0.03,1.6,40.0,23.3,0.0,1.94,2.0,93.0,1.9,32.0
0.9,0.17,27.5,11.0,5.1,0.1,4.9,1.97,0.02,1.9,45.0,23.4,0.0,1.95,4.0,92.0,1.7,37.0
0.8,0.19,26.7,13.0,5.9,0.4,5.4,1.96,0.04,2.9,26.0,23.6,0.0,1.92,0.0,91.0,2.4,28.0
0.8,0.21,23.8,17.0,9.5,0.9,8.6,1.95,0.04,3.2,33.0,23.8,0.0,1.91,0.0,89.0,2.6,29.0
0.8,0.23,24.1,16.0,10.0,0.9,9.0,2.0,0.07,2.9,42.0,23.7,0.0,1.93,3.0,89.0,2.1,35.0
0.9,0.23,28.0,16.0,8.4,0.7,7.6,1.98,0.05,3.0,28.0,23.9,0.0,1.93,2.0,87.0,2.5,32.0
0.9,0.24,31.5,17.0,7.0,0.6,6.4,1.99,0.07,3.4,31.0,23.8,0.0,1.92,4.0,87.0,2.5,32.0
0.7,0.22,34.3,18.0,6.2,0.5,5.7,1.97,0.05,3.1,32.0,23.8,0.0,1.92,4.0,85.0,2.9,31.0
0.4,0.21,35.7,12.0,6.4,0.3,6.1,2.0,0.06,2.0,38.0,24.3,0.0,1.95,5.0,80.0,2.0,36.0
0.7,0.21,38.1,16.0,6.9,0.3,6.6,2.0,0.05,3.0,52.0,24.2,0.0,1.95,4.0,81.0,2.4,39.0
0.7,0.23,38.8,11.0,8.4,0.4,8.0,2.0,0.05,1.9,43.0,23.8,0.0,1.96,7.0,83.0,2.0,49.0
0.6,0.26,33.4,23.0,11.0,0.4,10.6,2.04,0.06,2.3,47.0,23.6,0.0,1.98,6.0,85.0,1.9,45.0
0.4,0.3,27.3,7.0,11.9,0.2,11.6,2.1,0.09,2.0,45.0,23.4,0.0,2.0,8.0,86.0,1.9,43.0
0.4,0.33,25.1,15.0,13.7,0.3,13.4,2.17,0.13,2.7,43.0,23.2,0.0,2.04,8.0,87.0,1.9,39.0
0.7,0.27,26.5,18.0,11.9,0.0,11.9,2.1,0.09,2.1,55.0,23.2,0.0,2.0,7.0,86.0,1.9,52.0
0.6,0.23,29.8,12.0,9.8,0.2,9.5,2.04,0.06,2.6,41.0,23.4,0.0,1.99,7.0,85.0,2.1,49.0
0.4,0.22,31.4,7.0,8.0,0.3,7.7,2.04,0.05,2.5,37.0,23.5,0.0,1.99,8.0,84.0,2.1,41.0
0.5,0.21,30.8,8.0,7.7,0.2,7.4,2.06,0.06,1.9,63.0,23.4,0.0,2.0,6.0,84.0,1.8,42.0
0.5,0.18,33.7,8.0,6.4,0.3,6.1,2.02,0.04,2.7,39.0,23.4,0.0,1.98,5.0,85.0,1.7,47.0
1.0,0.17,33.2,10.0,4.4,0.0,4.3,1.98,0.03,3.1,34.0,23.2,0.0,1.95,3.0,87.0,2.8,34.0
1.2,0.16,32.4,8.0,3.9,0.0,4.0,1.94,0.0,3.0,48.0,23.0,0.0,1.94,3.0,87.0,2.9,36.0
1.1,0.15,32.8,12.0,3.1,0.0,3.2,1.93,0.0,3.8,34.0,23.0,0.0,1.93,3.0,86.0,2.9,40.0
0.9,0.15,32.3,8.0,2.9,0.0,3.0,1.93,0.0,4.1,32.0,23.0,0.0,1.93,0.0,86.0,2.8,38.0
1.0,0.15,33.3,11.0,3.1,0.0,3.1,1.92,0.0,4.0,30.0,23.0,0.0,1.92,0.0,86.0,3.0,34.0
1.0,0.16,31.8,8.0,4.5,0.0,4.4,1.93,0.0,4.2,26.0,23.2,0.0,1.93,0.0,85.0,3.0,32.0
1.1,0.21,30.2,11.0,6.8,0.4,6.4,1.94,0.01,3.2,38.0,23.5,0.0,1.93,1.0,85.0,2.9,39.0
1.2,0.21,30.4,7.0,7.8,0.7,7.0,1.96,0.03,3.8,39.0,24.1,0.0,1.93,1.0,83.0,3.0,37.0
1.2,0.2,30.9,6.0,8.4,1.1,7.2,1.95,0.04,4.9,29.0,24.6,0.0,1.91,7.0,82.0,4.2,32.0
1.5,0.22,31.0,8.0,10.5,2.3,8.2,1.98,0.06,4.8,28.0,25.6,0.0,1.92,4.0,78.0,4.6,29.0
1.7,0.18,36.1,19.0,8.3,1.0,7.3,1.92,0.02,5.1,26.0,25.8,0.0,1.9,9.0,78.0,3.8,32.0
1.2,0.25,28.2,15.0,12.8,0.1,12.7,1.99,0.07,2.8,44.0,24.3,0.0,1.92,8.0,86.0,2.5,44.0
1.3,0.27,26.0,12.0,13.1,0.1,13.0,2.02,0.08,2.8,35.0,24.3,0.0,1.94,9.0,85.0,2.1,43.0
1.1,0.24,25.0,9.0,13.6,0.0,13.5,1.98,0.05,2.7,38.0,24.4,0.0,1.93,6.0,87.0,2.2,36.0
0.9,0.21,26.4,9.0,11.6,0.0,11.7,1.96,0.04,2.8,39.0,24.4,0.0,1.92,7.0,88.0,2.3,41.0
1.0,0.19,27.1,6.0,8.4,0.0,8.4,1.96,0.03,3.0,36.0,24.5,0.0,1.93,8.0,88.0,2.0,43.0
0.9,0.17,27.7,4.0,7.0,0.0,7.0,1.95,0.02,3.2,40.0,24.5,0.0,1.93,7.0,89.0,2.1,35.0
1.1,0.24,28.8,9.0,14.8,2.0,12.7,2.04,0.11,2.9,38.0,26.4,0.0,1.93,14.0,83.0,2.4,33.0
1.3,0.21,32.1,8.0,11.7,1.8,9.8,1.99,0.07,4.1,51.0,27.3,0.0,1.92,8.0,78.0,2.8,46.0
1.3,0.21,32.2,8.0,10.0,1.3,8.7,1.97,0.05,4.3,48.0,26.9,0.0,1.92,6.0,79.0,3.0,47.0
1.2,0.19,33.2,8.0,9.4,1.0,8.3,1.96,0.05,4.2,42.0,26.4,0.0,1.91,7.0,79.0,3.3,48.0
1.2,0.2,32.1,8.0,10.2,0.9,9.2,1.95,0.05,4.4,49.0,26.1,0.0,1.9,7.0,79.0,3.5,49.0
0.9,0.23,29.4,6.0,12.2,0.7,11.5,2.0,0.08,3.9,51.0,25.6,0.0,1.92,9.0,81.0,2.8,44.0
1.1,0.24,31.3,6.0,11.1,0.3,10.7,1.99,0.07,3.4,55.0,25.1,0.0,1.92,7.0,83.0,3.4,48.0
1.0,0.25,32.7,7.0,9.5,0.2,9.2,1.97,0.06,4.3,52.0,25.2,0.0,1.91,6.0,81.0,3.4,53.0
0.8,0.22,32.3,4.0,8.1,0.1,7.9,1.95,0.03,3.7,52.0,25.3,0.0,1.92,4.0,81.0,3.5,48.0
0.8,0.2,31.4,0.0,7.6,0.3,7.2,1.94,0.02,3.2,54.0,25.5,0.0,1.92,4.0,79.0,2.9,51.0
0.9,0.19,32.3,0.0,5.5,0.3,5.1,1.91,0.01,3.0,42.0,25.9,0.0,1.9,6.0,77.0,2.8,51.0
0.9,0.19,30.8,1.0,6.9,0.1,6.7,1.95,0.03,1.7,52.0,25.7,0.0,1.92,5.0,79.0,2.4,39.0
0.7,0.19,28.2,0.0,7.3,0.0,7.3,1.99,0.05,2.0,25.0,25.6,0.0,1.94,6.0,80.0,1.2,28.0
0.6,0.18,27.0,0.0,7.1,0.0,7.2,2.02,0.08,1.7,44.0,25.4,0.0,1.95,8.0,80.0,1.8,31.0
1.9,0.16,25.6,1.0,7.6,0.6,6.9,2.02,0.06,2.4,51.0,25.4,0.0,1.96,6.0,80.0,1.9,41.0
2.2,0.15,26.8,6.0,6.9,0.8,6.1,1.98,0.01,2.8,23.0,25.5,0.0,1.97,7.0,80.0,1.8,32.0
2.3,0.16,33.0,8.0,6.6,0.8,5.7,2.0,0.04,1.3,30.0,24.7,0.0,1.96,7.0,87.0,1.6,31.0
2.5,0.18,27.0,11.0,9.1,0.7,8.4,2.13,0.1,0.7,359.0,24.6,0.0,2.02,8.0,88.0,0.6,2.0
2.2,0.19,23.9,13.0,8.8,0.8,7.9,2.2,0.11,2.2,30.0,24.4,0.0,2.09,12.0,89.0,0.6,359.0
2.2,0.28,9.8,8.0,18.9,2.9,15.9,2.22,0.1,0.6,43.0,24.8,0.0,2.12,10.0,86.0,0.6,51.0
2.1,0.37,13.8,13.0,22.5,4.3,18.2,2.2,0.13,1.4,44.0,25.2,0.0,2.06,9.0,85.0,1.2,37.0
2.2,0.39,16.5,13.0,20.2,3.9,16.3,2.12,0.1,1.8,42.0,26.2,0.0,2.02,8.0,82.0,1.2,44.0
2.2,0.32,26.7,11.0,16.9,3.3,13.5,2.06,0.1,2.7,29.0,26.9,0.0,1.97,9.0,80.0,2.2,41.0
2.4,0.32,27.0,15.0,20.1,3.5,16.5,2.13,0.14,2.2,32.0,26.7,0.0,1.99,9.0,81.0,2.0,33.0
2.8,0.26,33.8,17.0,18.6,3.9,14.7,2.11,0.15,2.1,37.0,27.3,0.0,1.96,12.0,79.0,1.9,35.0
2.8,0.25,40.0,15.0,15.0,3.0,12.0,2.08,0.13,1.3,48.0,29.0,0.0,1.95,11.0,74.0,0.7,28.0
2.7,0.21,39.5,14.0,11.5,2.1,9.3,2.04,0.1,2.1,19.0,28.4,0.0,1.94,14.0,76.0,1.7,34.0
2.9,0.22,38.0,23.0,10.9,2.0,8.8,2.1,0.15,2.6,37.0,28.8,0.0,1.95,12.0,75.0,1.8,35.0
2.9,0.24,30.8,15.0,14.0,2.4,11.5,2.11,0.16,0.7,47.0,29.1,0.0,1.95,12.0,74.0,1.2,39.0
2.5,0.26,21.3,11.0,15.7,2.2,13.4,2.08,0.14,1.7,57.0,29.5,0.0,1.94,9.0,71.0,1.3,43.0
2.5,0.26,6.5,9.0,14.4,2.1,12.3,2.04,0.1,1.8,46.0,28.4,0.0,1.95,5.0,73.0,1.4,42.0
2.6,0.31,2.9,7.0,16.8,3.1,13.7,2.06,0.12,0.8,66.0,27.7,0.0,1.95,4.0,76.0,1.1,54.0
2.2,0.35,1.7,5.0,18.0,3.9,14.1,2.1,0.14,1.1,73.0,27.2,0.0,1.96,7.0,78.0,0.8,65.0
1.8,0.35,1.3,4.0,19.8,5.4,14.4,2.06,0.12,1.3,65.0,26.7,0.0,1.94,8.0,81.0,1.1,71.0
